Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
West Bank and Gaza,PSE,2009,Coverage in 4th quintile (%) - Active Labor Market (preT),per_lm_ac.cov_q4_preT_tot,0
West Bank and Gaza,PSE,2007,Coverage in 4th quintile (%) - Active Labor Market (preT),per_lm_ac.cov_q4_preT_tot,0
West Bank and Gaza,PSE,2009,Coverage in 4th quintile (%) - Active Labor Market -rural,per_lm_ac.cov_q4_rur,0
West Bank and Gaza,PSE,2007,Coverage in 4th quintile (%) - Active Labor Market -rural,per_lm_ac.cov_q4_rur,0
West Bank and Gaza,PSE,2009,Coverage in 4th quintile (%) - Active Labor Market,per_lm_ac.cov_q4_tot,0
West Bank and Gaza,PSE,2007,Coverage in 4th quintile (%) - Active Labor Market,per_lm_ac.cov_q4_tot,0
West Bank and Gaza,PSE,2009,Coverage in 4th quintile (%) - Active Labor Market -urban,per_lm_ac.cov_q4_urb,0
West Bank and Gaza,PSE,2007,Coverage in 4th quintile (%) - Active Labor Market -urban,per_lm_ac.cov_q4_urb,0
West Bank and Gaza,PSE,2009,Coverage in 5th quintile (richest) (%) - Active Labor Market (preT),per_lm_ac.cov_q5_preT_tot,0
West Bank and Gaza,PSE,2007,Coverage in 5th quintile (richest) (%) - Active Labor Market (preT),per_lm_ac.cov_q5_preT_tot,0
West Bank and Gaza,PSE,2009,Coverage in 5th quintile (richest) (%) - Active Labor Market -rural,per_lm_ac.cov_q5_rur,0
West Bank and Gaza,PSE,2007,Coverage in 5th quintile (richest) (%) - Active Labor Market -rural,per_lm_ac.cov_q5_rur,0
West Bank and Gaza,PSE,2009,Coverage in 5th quintile (richest) (%) - Active Labor Market,per_lm_ac.cov_q5_tot,0
West Bank and Gaza,PSE,2007,Coverage in 5th quintile (richest) (%) - Active Labor Market,per_lm_ac.cov_q5_tot,0
West Bank and Gaza,PSE,2009,Coverage in 5th quintile (richest) (%) - Active Labor Market -urban,per_lm_ac.cov_q5_urb,0
West Bank and Gaza,PSE,2007,Coverage in 5th quintile (richest) (%) - Active Labor Market -urban,per_lm_ac.cov_q5_urb,0
West Bank and Gaza,PSE,2009,Gini inequality index reduction (%) -  Active Labor Market (preT),per_lm_ac_gini_preT_tot,0
West Bank and Gaza,PSE,2007,Gini inequality index reduction (%) -  Active Labor Market (preT),per_lm_ac_gini_preT_tot,0
West Bank and Gaza,PSE,2009,Gini inequality index reduction (%) -  Active Labor Market -rural,per_lm_ac_gini_rur,0
West Bank and Gaza,PSE,2007,Gini inequality index reduction (%) -  Active Labor Market -rural,per_lm_ac_gini_rur,0
West Bank and Gaza,PSE,2009,Gini inequality index reduction (%) -  Active Labor Market,per_lm_ac_gini_tot,0
West Bank and Gaza,PSE,2007,Gini inequality index reduction (%) -  Active Labor Market,per_lm_ac_gini_tot,0
West Bank and Gaza,PSE,2009,Gini inequality index reduction (%) -  Active Labor Market -urban,per_lm_ac_gini_urb,0
West Bank and Gaza,PSE,2007,Gini inequality index reduction (%) -  Active Labor Market -urban,per_lm_ac_gini_urb,0
West Bank and Gaza,PSE,2009,Poverty Headcount reduction (%) -  Active Labor Market  -1st quintile (poorest) (preT),per_lm_ac_p0_preT_tot,0
West Bank and Gaza,PSE,2007,Poverty Headcount reduction (%) -  Active Labor Market  -1st quintile (poorest) (preT),per_lm_ac_p0_preT_tot,0
West Bank and Gaza,PSE,2009,Poverty Headcount reduction (%) -  Active Labor Market  -1st quintile (poorest) -rural,per_lm_ac_p0_rur,0
West Bank and Gaza,PSE,2007,Poverty Headcount reduction (%) -  Active Labor Market  -1st quintile (poorest) -rural,per_lm_ac_p0_rur,0
West Bank and Gaza,PSE,2009,Poverty Headcount reduction (%) -  Active Labor Market  -1st quintile (poorest),per_lm_ac_p0_tot,0
West Bank and Gaza,PSE,2007,Poverty Headcount reduction (%) -  Active Labor Market  -1st quintile (poorest),per_lm_ac_p0_tot,0
West Bank and Gaza,PSE,2009,Poverty Headcount reduction (%) -  Active Labor Market  - 1st quintile (poorest) -urban,per_lm_ac_p0_urb,0
West Bank and Gaza,PSE,2007,Poverty Headcount reduction (%) -  Active Labor Market  - 1st quintile (poorest) -urban,per_lm_ac_p0_urb,0
West Bank and Gaza,PSE,2009,Poverty Gap reduction (%) -  Active Labor Market  -1st quintile (poorest) (preT),per_lm_ac_p1_preT_tot,0
West Bank and Gaza,PSE,2007,Poverty Gap reduction (%) -  Active Labor Market  -1st quintile (poorest) (preT),per_lm_ac_p1_preT_tot,0
West Bank and Gaza,PSE,2009,Poverty Gap reduction (%) -  Active Labor Market  -1st quintile (poorest) -rural,per_lm_ac_p1_rur,0
West Bank and Gaza,PSE,2007,Poverty Gap reduction (%) -  Active Labor Market  -1st quintile (poorest) -rural,per_lm_ac_p1_rur,0
West Bank and Gaza,PSE,2009,Poverty Gap reduction (%) -  Active Labor Market  -1st quintile (poorest),per_lm_ac_p1_tot,0
West Bank and Gaza,PSE,2007,Poverty Gap reduction (%) -  Active Labor Market  -1st quintile (poorest),per_lm_ac_p1_tot,0
West Bank and Gaza,PSE,2009,Poverty Gap reduction (%) -  Active Labor Market  - 1st quintile (poorest) -urban,per_lm_ac_p1_urb,0
West Bank and Gaza,PSE,2007,Poverty Gap reduction (%) -  Active Labor Market  - 1st quintile (poorest) -urban,per_lm_ac_p1_urb,0
West Bank and Gaza,PSE,2009,"Population in the 1st quintile (poorest) only receiving Labor Market (%, preT)",per_lmonl.overlap_q1_preT_tot,0
West Bank and Gaza,PSE,2007,"Population in the 1st quintile (poorest) only receiving Labor Market (%, preT)",per_lmonl.overlap_q1_preT_tot,0
West Bank and Gaza,PSE,2009,Population in the 1st quintile (poorest) only receiving Labor Market (%) -rural,per_lmonl.overlap_q1_rur,0
West Bank and Gaza,PSE,2007,Population in the 1st quintile (poorest) only receiving Labor Market (%) -rural,per_lmonl.overlap_q1_rur,0
West Bank and Gaza,PSE,2009,Population in the 1st quintile (poorest) only receiving Labor Market (%),per_lmonl.overlap_q1_tot,0
West Bank and Gaza,PSE,2007,Population in the 1st quintile (poorest) only receiving Labor Market (%),per_lmonl.overlap_q1_tot,0
West Bank and Gaza,PSE,2009,Population in the 1st quintile (poorest) only receiving Labor Market (%) -urban,per_lmonl.overlap_q1_urb,0
West Bank and Gaza,PSE,2007,Population in the 1st quintile (poorest) only receiving Labor Market (%) -urban,per_lmonl.overlap_q1_urb,0
West Bank and Gaza,PSE,2009,"Population not receiving Social Protection (%, preT)",per_nprog.overlap_pop_preT_tot,89.2827386516791
West Bank and Gaza,PSE,2007,"Population not receiving Social Protection (%, preT)",per_nprog.overlap_pop_preT_tot,88.5103505186528
West Bank and Gaza,PSE,2009,Population not receiving Social Protection (%) -rural,per_nprog.overlap_pop_rur,93.7250405483517
West Bank and Gaza,PSE,2007,Population not receiving Social Protection (%) -rural,per_nprog.overlap_pop_rur,81.4380712782502
West Bank and Gaza,PSE,2009,Population not receiving Social Protection (%),per_nprog.overlap_pop_tot,89.2827386516791
West Bank and Gaza,PSE,2007,Population not receiving Social Protection (%),per_nprog.overlap_pop_tot,88.5103505186528
West Bank and Gaza,PSE,2009,Population not receiving Social Protection (%) -urban,per_nprog.overlap_pop_urb,87.6707801000146
West Bank and Gaza,PSE,2007,Population not receiving Social Protection (%) -urban,per_nprog.overlap_pop_urb,92.6041600424643
West Bank and Gaza,PSE,2009,"Population in the 1st quintile (poorest) not receiving Social Protection (%, preT)",per_nprog.overlap_q1_preT_tot,74.0857786884462
West Bank and Gaza,PSE,2007,"Population in the 1st quintile (poorest) not receiving Social Protection (%, preT)",per_nprog.overlap_q1_preT_tot,77.4983638967558
West Bank and Gaza,PSE,2009,Population in the 1st quintile (poorest) not receiving Social Protection (%) -rural,per_nprog.overlap_q1_rur,86.0684835621226
West Bank and Gaza,PSE,2007,Population in the 1st quintile (poorest) not receiving Social Protection (%) -rural,per_nprog.overlap_q1_rur,80.6980850090268
West Bank and Gaza,PSE,2009,Population in the 1st quintile (poorest) not receiving Social Protection (%),per_nprog.overlap_q1_tot,78.634074538441
West Bank and Gaza,PSE,2007,Population in the 1st quintile (poorest) not receiving Social Protection (%),per_nprog.overlap_q1_tot,77.4983638967558
West Bank and Gaza,PSE,2009,Population in the 1st quintile (poorest) not receiving Social Protection (%) -urban,per_nprog.overlap_q1_urb,76.2458003098773
West Bank and Gaza,PSE,2007,Population in the 1st quintile (poorest) not receiving Social Protection (%) -urban,per_nprog.overlap_q1_urb,85.5453072291803
West Bank and Gaza,PSE,2009,"Population receiving only 1 program (%, preT)",per_numprog1_pop_preT_tot,9.06312513029555
West Bank and Gaza,PSE,2007,"Population receiving only 1 program (%, preT)",per_numprog1_pop_preT_tot,10.5963561654461
West Bank and Gaza,PSE,2009,Population receiving only 1 program (%) -rural,per_numprog1_pop_rur,5.29915210720381
West Bank and Gaza,PSE,2007,Population receiving only 1 program (%) -rural,per_numprog1_pop_rur,16.8552496535994
West Bank and Gaza,PSE,2009,Population receiving only 1 program (%),per_numprog1_pop_tot,9.06312513029555
West Bank and Gaza,PSE,2007,Population receiving only 1 program (%),per_numprog1_pop_tot,10.5963561654461
West Bank and Gaza,PSE,2009,Population receiving only 1 program (%) -urban,per_numprog1_pop_urb,10.4289414669457
West Bank and Gaza,PSE,2007,Population receiving only 1 program (%) -urban,per_numprog1_pop_urb,6.97337736337245
West Bank and Gaza,PSE,2009,"Population in the 1st quintile (poorest) receiving 1 program (%, preT)",per_numprog1_q1_preT_tot,21.7115968556993
West Bank and Gaza,PSE,2007,"Population in the 1st quintile (poorest) receiving 1 program (%, preT)",per_numprog1_q1_preT_tot,21.5073894322981
West Bank and Gaza,PSE,2009,Population in the 1st quintile (poorest) receiving 1 program (%) -rural,per_numprog1_q1_rur,13.2905828168209
West Bank and Gaza,PSE,2007,Population in the 1st quintile (poorest) receiving 1 program (%) -rural,per_numprog1_q1_rur,17.5421156334261
West Bank and Gaza,PSE,2009,Population in the 1st quintile (poorest) receiving 1 program (%),per_numprog1_q1_tot,18.8320120231914
West Bank and Gaza,PSE,2007,Population in the 1st quintile (poorest) receiving 1 program (%),per_numprog1_q1_tot,21.5073894322981
West Bank and Gaza,PSE,2009,Population in the 1st quintile (poorest) receiving 1 program (%) -urban,per_numprog1_q1_urb,20.5317480060281
West Bank and Gaza,PSE,2007,Population in the 1st quintile (poorest) receiving 1 program (%) -urban,per_numprog1_q1_urb,13.7419969462991
West Bank and Gaza,PSE,2009,"Population receiving 2 programs (%, preT)",per_numprog2_pop_preT_tot,1.65413621802538
West Bank and Gaza,PSE,2007,"Population receiving 2 programs (%, preT)",per_numprog2_pop_preT_tot,0.893293315901148
West Bank and Gaza,PSE,2009,Population receiving 2 programs (%) -rural,per_numprog2_pop_rur,0.975807344444537
West Bank and Gaza,PSE,2007,Population receiving 2 programs (%) -rural,per_numprog2_pop_rur,1.7066790681504
West Bank and Gaza,PSE,2009,Population receiving 2 programs (%),per_numprog2_pop_tot,1.65413621802538
West Bank and Gaza,PSE,2007,Population receiving 2 programs (%),per_numprog2_pop_tot,0.893293315901148
West Bank and Gaza,PSE,2009,Population receiving 2 programs (%) -urban,per_numprog2_pop_urb,1.90027843303976
West Bank and Gaza,PSE,2007,Population receiving 2 programs (%) -urban,per_numprog2_pop_urb,0.422462594163263
West Bank and Gaza,PSE,2009,"Population in the 1st quintile (poorest) receiving 2 programs (%, preT)",per_numprog2_q1_preT_tot,4.20262445585448
West Bank and Gaza,PSE,2007,"Population in the 1st quintile (poorest) receiving 2 programs (%, preT)",per_numprog2_q1_preT_tot,0.99424667094611
West Bank and Gaza,PSE,2009,Population in the 1st quintile (poorest) receiving 2 programs (%) -rural,per_numprog2_q1_rur,0.640933621056481
West Bank and Gaza,PSE,2007,Population in the 1st quintile (poorest) receiving 2 programs (%) -rural,per_numprog2_q1_rur,1.75979935754711
West Bank and Gaza,PSE,2009,Population in the 1st quintile (poorest) receiving 2 programs (%),per_numprog2_q1_tot,2.53391343836758
West Bank and Gaza,PSE,2007,Population in the 1st quintile (poorest) receiving 2 programs (%),per_numprog2_q1_tot,0.99424667094611
West Bank and Gaza,PSE,2009,Population in the 1st quintile (poorest) receiving 2 programs (%) -urban,per_numprog2_q1_urb,3.2224516840946
West Bank and Gaza,PSE,2007,Population in the 1st quintile (poorest) receiving 2 programs (%) -urban,per_numprog2_q1_urb,0.712695824520596
West Bank and Gaza,PSE,2009,Adequacy of benefits (%) - Domestic Private Transfers (preT),per_pr_dp.adq_pop_preT_tot,21.700392164312
West Bank and Gaza,PSE,2009,Adequacy of benefits (%) - Domestic Private Transfers -rural,per_pr_dp.adq_pop_rur,16.8541372151107
West Bank and Gaza,PSE,2009,Adequacy of benefits (%) - Domestic Private Transfers,per_pr_dp.adq_pop_tot,21.700392164312
West Bank and Gaza,PSE,2009,Adequacy of benefits (%) - Domestic Private Transfers -urban,per_pr_dp.adq_pop_urb,24.384246033006
West Bank and Gaza,PSE,2009,Adequacy of benefits in 1st quintile (poorest) (%) - Domestic Private Transfers (preT),per_pr_dp.adq_q1_preT_tot,15.9763316119204
West Bank and Gaza,PSE,2009,Adequacy of benefits in 1st quintile (poorest) (%) - Domestic Private Transfers -rural,per_pr_dp.adq_q1_rur,11.3134605150546
West Bank and Gaza,PSE,2009,Adequacy of benefits in 1st quintile (poorest) (%) - Domestic Private Transfers,per_pr_dp.adq_q1_tot,16.0876060160953
West Bank and Gaza,PSE,2009,Adequacy of benefits in 1st quintile (poorest) (%) - Domestic Private Transfers -urban,per_pr_dp.adq_q1_urb,17.0349368798791
West Bank and Gaza,PSE,2009,Adequacy of benefits in 2nd quintile (%) - Domestic Private Transfers (preT),per_pr_dp.adq_q2_preT_tot,29.0797828430162
West Bank and Gaza,PSE,2009,Adequacy of benefits in 2nd quintile (%) - Domestic Private Transfers -rural,per_pr_dp.adq_q2_rur,34.1017715576529
West Bank and Gaza,PSE,2009,Adequacy of benefits in 2nd quintile (%) - Domestic Private Transfers,per_pr_dp.adq_q2_tot,32.5096673805914
West Bank and Gaza,PSE,2009,Adequacy of benefits in 2nd quintile (%) - Domestic Private Transfers -urban,per_pr_dp.adq_q2_urb,31.1648663404929
West Bank and Gaza,PSE,2009,Adequacy of benefits in 3rd quintile (%) - Domestic Private Transfers (preT),per_pr_dp.adq_q3_preT_tot,24.4642357404963
West Bank and Gaza,PSE,2009,Adequacy of benefits in 3rd quintile (%) - Domestic Private Transfers -rural,per_pr_dp.adq_q3_rur,7.88141370844561
West Bank and Gaza,PSE,2009,Adequacy of benefits in 3rd quintile (%) - Domestic Private Transfers,per_pr_dp.adq_q3_tot,22.9454492465219
West Bank and Gaza,PSE,2009,Adequacy of benefits in 3rd quintile (%) - Domestic Private Transfers -urban,per_pr_dp.adq_q3_urb,32.847098337714
West Bank and Gaza,PSE,2009,Adequacy of benefits in 4th quintile (%) - Domestic Private Transfers (preT),per_pr_dp.adq_q4_preT_tot,26.4472746035011
West Bank and Gaza,PSE,2009,Adequacy of benefits in 4th quintile (%) - Domestic Private Transfers -rural,per_pr_dp.adq_q4_rur,5.05484162596319
West Bank and Gaza,PSE,2009,Adequacy of benefits in 4th quintile (%) - Domestic Private Transfers,per_pr_dp.adq_q4_tot,25.8155978980287
West Bank and Gaza,PSE,2009,Adequacy of benefits in 4th quintile (%) - Domestic Private Transfers -urban,per_pr_dp.adq_q4_urb,26.5596105387891
West Bank and Gaza,PSE,2009,Adequacy of benefits in 5th quintile (richest) (%) - Domestic Private Transfers (preT),per_pr_dp.adq_q5_preT_tot,17.4831514618072
West Bank and Gaza,PSE,2009,Adequacy of benefits in 5th quintile (richest) (%) - Domestic Private Transfers -rural,per_pr_dp.adq_q5_rur,16.0434218703863
West Bank and Gaza,PSE,2009,Adequacy of benefits in 5th quintile (richest) (%) - Domestic Private Transfers,per_pr_dp.adq_q5_tot,17.4831514618072
West Bank and Gaza,PSE,2009,Adequacy of benefits in 5th quintile (richest) (%) - Domestic Private Transfers -urban,per_pr_dp.adq_q5_urb,38.0710670757242
West Bank and Gaza,PSE,2009,Average per capita transfer - Domestic Private Transfers (preT),per_pr_dp.avt_pop_preT_tot,1.51986813205482
West Bank and Gaza,PSE,2009,Average per capita transfer - Domestic Private Transfers -rural,per_pr_dp.avt_pop_rur,1.67617958826628
West Bank and Gaza,PSE,2009,Average per capita transfer - Domestic Private Transfers,per_pr_dp.avt_pop_tot,1.51986813205482
West Bank and Gaza,PSE,2009,Average per capita transfer - Domestic Private Transfers -urban,per_pr_dp.avt_pop_urb,1.4674847354158
West Bank and Gaza,PSE,2009,Average per capita transfer held by 1st quintile (poorest) - Domestic Private Transfers (preT),per_pr_dp.avt_q1_preT_tot,0.70058230049202
West Bank and Gaza,PSE,2009,Average per capita transfer held by 1st quintile (poorest) - Domestic Private Transfers -rural,per_pr_dp.avt_q1_rur,0.578296584344156
West Bank and Gaza,PSE,2009,Average per capita transfer held by 1st quintile (poorest) - Domestic Private Transfers,per_pr_dp.avt_q1_tot,0.704426131766316
West Bank and Gaza,PSE,2009,Average per capita transfer held by 1st quintile (poorest) - Domestic Private Transfers -urban,per_pr_dp.avt_q1_urb,0.725272400598363
West Bank and Gaza,PSE,2009,Average per capita transfer held by 2nd quintile - Domestic Private Transfers (preT),per_pr_dp.avt_q2_preT_tot,1.89528822981315
West Bank and Gaza,PSE,2009,Average per capita transfer held by 2nd quintile - Domestic Private Transfers -rural,per_pr_dp.avt_q2_rur,2.255635486459
West Bank and Gaza,PSE,2009,Average per capita transfer held by 2nd quintile - Domestic Private Transfers,per_pr_dp.avt_q2_tot,2.16115812802462
West Bank and Gaza,PSE,2009,Average per capita transfer held by 2nd quintile - Domestic Private Transfers -urban,per_pr_dp.avt_q2_urb,2.08061137842481
